[3.17942530e-01 6.63877964e-01 1.20243389e-08],[ 0.32906446  0.6753425  -0.00929747],[ 0.33329302  0.69357562 -0.01083472],[ 0.3345412   0.71108907 -0.01018363],[ 0.33681589  0.72521138 -0.00846737],[ 0.31953502  0.70684606 -0.00194357],[3.22235644e-01 7.26562023e-01 1.53710178e-04],[0.32881278 0.73077536 0.00090765],[0.33312899 0.72918069 0.00165663],[0.3152979  0.70465773 0.00424453],[0.31939745 0.72252041 0.00848482],[0.32681233 0.72620434 0.00927084],[0.33208561 0.72447556 0.00908457],[0.3139213  0.70154083 0.00954261],[0.31833282 0.71667856 0.0128132 ],[0.32463661 0.71968663 0.0127169 ],[0.32975915 0.71889716 0.01192259],[0.31396833 0.69946074 0.0140774 ],[0.31803352 0.71208239 0.01611352],[0.32286677 0.71517509 0.01646347],[0.32729477 0.71452457 0.01647901]
[3.04878771e-01 6.26058340e-01 1.86222415e-08],[ 0.29724455  0.63535571 -0.00603376],[ 0.29422879  0.6516155  -0.0077585 ],[ 0.29456478  0.66733366 -0.00933756],[ 0.29140061  0.67895567 -0.01043238],[0.29428494 0.66831511 0.00202092],[ 0.29403445  0.6809997  -0.00170218],[ 0.29755801  0.68994647 -0.00490625],[ 0.30076548  0.69526488 -0.00703622],[0.30184072 0.66746205 0.00288484],[ 0.30599862  0.67959768 -0.00294533],[ 0.30735978  0.67391121 -0.00612179],[ 0.30627874  0.66841966 -0.00665196],[0.30865303 0.66343743 0.00257907],[ 0.31290191  0.67349464 -0.00381316],[ 0.31300715  0.6669485  -0.00439507],[ 0.3107141   0.66216475 -0.00296346],[0.31490231 0.65736258 0.00167705],[ 0.31928661  0.66378796 -0.00320904],[ 0.31794146  0.65952241 -0.00339907],[ 0.31450784  0.65573758 -0.00217324]
[3.05725515e-01 6.29432261e-01 8.47193515e-09],[ 0.29868978  0.63876837 -0.00553014],[ 0.29641318  0.65437776 -0.00747644],[ 0.29697165  0.66912484 -0.00938077],[ 0.29407907  0.67987299 -0.01088118],[2.97272027e-01 6.71855628e-01 4.88994876e-04],[ 0.29764354  0.68496394 -0.00384238],[ 0.30098534  0.69372398 -0.00707117],[ 0.30381984  0.69901568 -0.00908655],[0.30442423 0.67025888 0.00091641],[ 0.30933836  0.68218297 -0.00546478],[ 0.31012905  0.6747641  -0.00802224],[ 0.30786815  0.66866946 -0.00798777],[3.10763747e-01 6.65470421e-01 2.79964908e-04],[ 0.31592247  0.67533851 -0.0064147 ],[ 0.31505293  0.66722518 -0.00616164],[ 0.31153953  0.6616106  -0.00409186],[ 0.31645671  0.65830827 -0.00093626],[ 0.32135767  0.66422272 -0.00606988],[ 0.31922647  0.65921593 -0.00597661],[ 0.31487447  0.6552155  -0.00447548]
[3.06780696e-01 6.29622877e-01 5.98700245e-09],[ 0.29913998  0.63804907 -0.00502612],[ 0.29678839  0.65382534 -0.00664115],[ 0.29849464  0.66903573 -0.00840472],[ 0.29654631  0.68069512 -0.00995279],[0.29988772 0.67115551 0.00073466],[ 0.29959118  0.68540955 -0.00368997],[ 0.30291796  0.69455016 -0.00706959],[ 0.30599171  0.6997056  -0.00908646],[0.30683559 0.66973019 0.00078079],[ 0.310785    0.68438715 -0.00595711],[ 0.312307    0.67815989 -0.00907511],[ 0.31154323  0.67005789 -0.00920398],[ 3.12939405e-01  6.64760292e-01 -1.21031168e-04],[ 0.31797847  0.67671067 -0.00747592],[ 0.31719509  0.66796917 -0.00780754],[ 0.31429282  0.65979904 -0.00573621],[ 0.31846553  0.65729249 -0.00146672],[ 0.3230119   0.66475284 -0.00719497],[ 0.32076895  0.65991199 -0.00741217],[ 0.31676066  0.65448904 -0.00590267]
[ 3.08096349e-01  6.30947590e-01 -3.00610581e-09],[ 0.30037144  0.6389975  -0.00597315],[ 0.29819071  0.65348744 -0.00849904],[ 0.30087489  0.66715276 -0.01099388],[ 0.29973462  0.67842311 -0.01331872],[ 0.30283228  0.67368323 -0.00114198],[ 0.30350477  0.68705344 -0.00676927],[ 0.30751133  0.69531429 -0.01080117],[ 0.31123644  0.69926739 -0.0130369 ],[ 0.31026712  0.67122418 -0.00094858],[ 0.31598565  0.68412262 -0.00924821],[ 0.3165653   0.67400372 -0.01243191],[ 0.31460992  0.66406935 -0.0120976 ],[ 0.3163816   0.66547817 -0.00177531],[ 0.32241386  0.67513621 -0.01064905],[ 0.32039869  0.66351873 -0.01060604],[ 0.3166759   0.65384704 -0.00774065],[ 0.32154477  0.65716398 -0.00307221],[ 0.32678187  0.66280377 -0.0100436 ],[ 0.3236438   0.65560746 -0.01007293],[ 0.31906432  0.64921993 -0.00798952]
[ 3.09239417e-01  6.32481039e-01 -5.21740606e-09],[ 0.30324364  0.64191186 -0.00591713],[ 0.30354914  0.65647805 -0.00846551],[ 0.30773383  0.66926455 -0.01096984],[ 0.308438    0.68003768 -0.01324514],[ 0.30981475  0.675551   -0.00128455],[ 0.31248197  0.68822652 -0.00725797],[ 0.31736729  0.69542247 -0.01152946],[ 0.32207793  0.6987471  -0.01390234],[ 0.31646755  0.67148089 -0.00120683],[ 0.32409897  0.68062973 -0.00996356],[ 0.32304317  0.67024094 -0.01319117],[ 0.31982121  0.66101861 -0.01287812],[ 0.32181895  0.66474551 -0.00222816],[ 0.32930955  0.66937131 -0.01123856],[ 0.32538164  0.65894103 -0.01131053],[ 0.32020327  0.65148908 -0.00856839],[ 0.32606283  0.65585035 -0.00373981],[ 0.33199331  0.6591512  -0.01030165],[ 0.32751986  0.65245122 -0.01021114],[ 0.32161906  0.647515   -0.00819071]
[3.14097017e-01 6.37048244e-01 8.21500024e-09],[ 0.31148478  0.64522266 -0.00879347],[ 0.31376579  0.66089588 -0.01138383],[ 0.31928867  0.67419827 -0.01297808],[ 0.32185978  0.68507171 -0.01430266],[ 0.31559721  0.67921543 -0.00324201],[ 0.32010007  0.69351298 -0.00892616],[ 0.32735819  0.69884813 -0.01332196],[ 0.33422545  0.69928348 -0.0153573 ],[ 3.21534663e-01  6.76661015e-01 -3.68003675e-04],[ 0.3290669   0.68717468 -0.00783565],[ 0.33301309  0.68227041 -0.01216943],[ 0.3347556   0.67483884 -0.012688  ],[0.32621515 0.67212945 0.00139516],[ 0.33448899  0.67697603 -0.00673512],[ 0.33457112  0.66701329 -0.00867736],[ 0.33190474  0.65760648 -0.00692957],[0.32957134 0.66609669 0.00257062],[ 0.33624893  0.66752797 -0.00381683],[ 0.33494693  0.66051537 -0.00482404],[ 0.33118382  0.65336895 -0.00320513]
[ 3.16106200e-01  6.43866479e-01 -1.30476838e-08],[ 0.32336715  0.65079546 -0.00691876],[ 0.32971445  0.66585827 -0.00852438],[ 0.33531916  0.67857867 -0.00903647],[ 0.34015825  0.68686271 -0.00917488],[ 0.32544681  0.68247271 -0.00413334],[ 0.33322138  0.69963199 -0.00786108],[ 0.34104821  0.706146   -0.00990508],[ 0.34674105  0.70832944 -0.0104427 ],[ 0.32714012  0.67951041 -0.00124543],[ 0.33996084  0.68797928 -0.00657112],[ 0.34422904  0.67913204 -0.00848296],[ 0.34330252  0.67128593 -0.00785797],[0.32936108 0.67464978 0.00096984],[ 0.34082204  0.68174201 -0.0056343 ],[ 0.34365448  0.67247212 -0.00681634],[ 0.34185812  0.66457319 -0.00508987],[0.3315717  0.66897023 0.00291914],[ 0.34021211  0.6762414  -0.00258786],[ 0.3416743   0.67045796 -0.00312413],[ 0.33980206  0.66304749 -0.00142996]
[3.23465407e-01 6.47086263e-01 1.57274123e-08],[ 0.33925155  0.64846361 -0.00518819],[ 0.34803116  0.66439927 -0.00530105],[ 0.35115457  0.68071586 -0.00384619],[ 0.3552976   0.69168353 -0.00173128],[ 0.33974788  0.68190324 -0.00391863],[ 0.34431031  0.70255619 -0.00349151],[ 0.34977743  0.70948058 -0.003227  ],[ 0.35385463  0.71293533 -0.00279738],[ 3.32650006e-01  6.84766591e-01 -4.57247806e-04],[0.3414396  0.70045847 0.00106436],[0.34942749 0.70260918 0.00213039],[0.35415104 0.70068133 0.00273793],[0.32851791 0.68437737 0.00269463],[0.33811185 0.69737077 0.0037499 ],[0.34521392 0.69860089 0.00456737],[0.34975871 0.69767356 0.00501844],[0.32642955 0.68310142 0.00547384],[0.33447751 0.69373363 0.00592704],[0.34080172 0.69559437 0.00660571],[0.3452597  0.69472152 0.00732373]
[3.36584359e-01 6.47951603e-01 8.18535018e-09],[ 3.51570606e-01  6.54312015e-01 -9.90258632e-05],[3.57647896e-01 6.71297550e-01 3.09058756e-04],[0.35858309 0.6879977  0.00079354],[0.36138242 0.69829255 0.0014007 ],[ 0.35329333  0.68636638 -0.00089178],[ 0.35461608  0.70435333 -0.00074496],[ 3.56463611e-01  7.13209927e-01 -3.86022846e-04],[ 3.57778132e-01  7.19580412e-01 -1.36460658e-04],[ 0.34390023  0.68889606 -0.00138123],[ 0.34531716  0.70761502 -0.00135222],[ 3.48619878e-01  7.04516709e-01 -8.67662820e-05],[0.34970325 0.69808578 0.00134329],[ 0.33551031  0.68781537 -0.00167459],[ 0.33734792  0.70483351 -0.00136072],[0.34030336 0.70066363 0.00081272],[0.340379   0.69434321 0.00251096],[ 0.32833505  0.68491423 -0.00200858],[ 3.29969168e-01  6.95179045e-01 -6.88574335e-04],[0.33235869 0.69174898 0.00166886],[0.33246925 0.68646848 0.00357961]
[3.46750587e-01 6.52415514e-01 2.75394374e-08],[0.36004382 0.66218376 0.00189794],[0.36507663 0.67945522 0.00203679],[0.36490795 0.69464391 0.00187372],[0.36403689 0.70487005 0.00177035],[ 0.36570022  0.68793905 -0.00266265],[ 0.36692241  0.70867151 -0.00340623],[ 0.36637831  0.71841896 -0.0026459 ],[ 0.36548504  0.72380728 -0.0017513 ],[ 0.35640883  0.69106764 -0.00452932],[ 0.3558076   0.71393049 -0.00501566],[ 0.35575363  0.71178806 -0.00318297],[ 0.35585427  0.70603454 -0.00134896],[ 0.34677386  0.6910699  -0.00588569],[ 0.34648567  0.710998   -0.00570262],[ 0.34730619  0.70617694 -0.00258213],[ 3.47465724e-01  6.99183404e-01 -2.45201285e-04],[ 0.33818293  0.68876755 -0.0070873 ],[ 0.33730075  0.70240462 -0.00557455],[ 0.33851305  0.69857758 -0.00234322],[3.39089185e-01 6.92571104e-01 1.64083904e-04]
[3.56158048e-01 6.55414104e-01 2.21713190e-08],[0.36919898 0.66498321 0.00256008],[0.37526089 0.68078935 0.00220727],[0.37542474 0.69491953 0.00130797],[3.73258471e-01 7.04900086e-01 4.25617909e-04],[ 0.37763724  0.68840492 -0.00355816],[ 0.38152188  0.7102083  -0.00523482],[ 0.38072804  0.72057301 -0.00513068],[ 0.37909278  0.7267288  -0.00470884],[ 0.36944598  0.69233179 -0.00609644],[ 0.36983556  0.71644908 -0.00773222],[ 0.36737615  0.71263516 -0.00600007],[ 0.36642611  0.70483905 -0.00418345],[ 0.35981399  0.69341713 -0.00806043],[ 0.35984689  0.7149539  -0.00836582],[ 0.35828996  0.70952517 -0.00476264],[ 0.35774568  0.70178205 -0.00214496],[ 0.35051489  0.69208604 -0.00983908],[ 0.34915772  0.70934373 -0.00856145],[ 0.34920713  0.70547545 -0.00501294],[ 0.35005999  0.69885933 -0.00237087]
[3.64435583e-01 6.54782474e-01 4.58354954e-08],[0.37820038 0.66363412 0.00373425],[0.38556212 0.67800951 0.00378864],[0.3870497  0.69131255 0.00317174],[0.38582861 0.70115393 0.0027914 ],[ 0.38977569  0.68388146 -0.00289446],[ 0.39757943  0.70480084 -0.00482204],[ 0.39840236  0.71658128 -0.00451047],[ 0.39713094  0.72316802 -0.00342231],[ 0.38290626  0.68803525 -0.00571308],[ 0.38657227  0.71338838 -0.00734705],[ 0.38408792  0.71749431 -0.00523127],[ 0.38202912  0.71391559 -0.00266338],[ 0.373786    0.69084698 -0.00790198],[ 0.37716222  0.71500087 -0.00796671],[ 0.37544271  0.71644729 -0.00391161],[ 3.74215811e-01  7.11776078e-01 -3.91323905e-04],[ 0.36425546  0.69182092 -0.00980903],[ 0.36621088  0.71131086 -0.00807164],[ 0.36618328  0.71246827 -0.00394251],[ 3.66176188e-01  7.08811164e-01 -2.88356765e-04]
[3.79904956e-01 6.58476293e-01 2.70065446e-08],[0.39290681 0.66292524 0.00223657],[0.40204173 0.675035   0.00110494],[ 0.40455398  0.68697518 -0.00074125],[ 0.40353402  0.69672823 -0.00245555],[ 0.40645626  0.67976135 -0.00489358],[ 0.41576841  0.69913155 -0.00903112],[ 0.41698858  0.71168572 -0.01088484],[ 0.41580001  0.71984166 -0.01133584],[ 0.40080827  0.68333972 -0.00773497],[ 0.40735182  0.70668113 -0.01086448],[ 0.40453225  0.71552098 -0.01071016],[ 0.40054345  0.71663892 -0.00971933],[ 0.39271569  0.686391   -0.01012673],[ 0.3985464   0.70822424 -0.01192627],[ 0.39611262  0.71469474 -0.00975142],[ 0.39307645  0.71361035 -0.00754392],[ 0.38358098  0.68887228 -0.01235301],[ 0.3864226   0.70638072 -0.01271626],[ 0.38635132  0.71190822 -0.01036698],[ 0.38597772  0.71200311 -0.00795525],[3.76000345e-01 6.54377878e-01 7.89358694e-08],[0.38937908 0.66201252 0.00321842],[0.39813772 0.67490751 0.00273868],[0.40049428 0.68675673 0.00133802],[3.99925023e-01 6.96370423e-01 2.04190947e-04],[ 0.4043541   0.68028367 -0.00220297],[ 0.41421854  0.69969815 -0.00539865],[ 0.41622445  0.71178383 -0.0065071 ],[ 0.41561157  0.71920389 -0.00631242],[ 0.39941272  0.68422061 -0.00522145],[ 0.40636858  0.70753217 -0.00786363],[ 0.40338087  0.71562576 -0.00709188],[ 0.39928162  0.71533567 -0.00533326],[ 0.3914561   0.68768048 -0.00785157],[ 0.39778587  0.70948702 -0.00908897],[ 0.39534149  0.71503562 -0.00617007],[ 0.39240229  0.71311641 -0.00310801],[ 0.38195536  0.69056427 -0.01028744],[ 0.38593081  0.70851898 -0.00971035],[ 0.38582981  0.71318114 -0.0064802 ],[ 0.38526928  0.71252567 -0.00319038]
[3.88399988e-01 6.54804111e-01 9.00923141e-08],[0.40080839 0.66300941 0.0051695 ],[0.40912211 0.6749171  0.00502865],[0.41133428 0.68614632 0.0032938 ],[0.41149661 0.69598752 0.0017396 ],[0.41871369 0.67628616 0.00099975],[ 0.43099117  0.69174933 -0.00163035],[ 0.43411124  0.70420474 -0.00291135],[ 0.43445039  0.71340191 -0.00309369],[ 0.41600701  0.67893255 -0.00348336],[ 0.42638299  0.69753784 -0.00617345],[ 0.42332733  0.70812625 -0.00628211],[ 0.41730314  0.71066201 -0.00529858],[ 0.41007775  0.68237138 -0.00754126],[ 0.41825163  0.69972318 -0.00860464],[ 0.41562167  0.70830089 -0.00669963],[ 0.4114359   0.70916808 -0.00462106],[ 0.40190348  0.68641442 -0.01131917],[ 0.40707874  0.70137346 -0.01011964],[ 0.40627873  0.70785886 -0.00718005],[ 0.40416136  0.70863479 -0.00455561]
[4.07006055e-01 6.58553123e-01 7.46258433e-09],[0.41871095 0.6625126  0.00455113],[0.428826   0.67087263 0.00422066],[0.43460199 0.67898858 0.00249976],[0.43682066 0.68697548 0.00088445],[ 0.43747553  0.6702733  -0.00186904],[ 0.4490802   0.68389082 -0.00520309],[ 0.45248911  0.69419181 -0.00637761],[ 0.45360819  0.70245272 -0.00669366],[ 0.4350673   0.67107099 -0.00638134],[ 0.44480911  0.68847066 -0.01061835],[ 0.44161773  0.69816422 -0.0111466 ],[ 0.43578151  0.70167243 -0.01038342],[ 0.42960361  0.6734432  -0.01038176],[ 0.43787721  0.68916363 -0.01306424],[ 0.4354029   0.69876391 -0.01232541],[ 0.43095794  0.70237875 -0.01104028],[ 0.42249945  0.67706966 -0.01401695],[ 0.42797959  0.68957829 -0.01475082],[ 0.42762873  0.6977241  -0.01359378],[ 0.42573664  0.70186704 -0.01228648],[4.00530130e-01 6.52375698e-01 8.97198120e-08],[0.40772739 0.66579872 0.00612938],[0.41597256 0.67663664 0.00688033],[0.42058739 0.68525779 0.00573303],[0.42414686 0.6918664  0.00464742],[0.43248001 0.67101949 0.00419548],[0.44608942 0.68164253 0.00211846],[0.45071208 0.69408852 0.00070919],[4.52638686e-01 7.03615129e-01 1.82390693e-04],[ 0.43226001  0.67099971 -0.00082529],[ 0.44515559  0.6861189  -0.00327365],[ 0.44184178  0.69823658 -0.00385012],[ 0.43528825  0.7023555  -0.0032588 ],[ 0.42866418  0.67287326 -0.00552853],[ 0.43833935  0.6871413  -0.00658798],[ 0.43525159  0.69794279 -0.00519131],[ 0.43033999  0.70135671 -0.00361223],[ 0.42248812  0.67649168 -0.00990801],[ 0.42861617  0.6881395  -0.00954808],[ 0.42817232  0.69704092 -0.0076909 ],[ 0.42601031  0.70089465 -0.00589556]
[4.11865801e-01 6.46104932e-01 9.39469444e-08],[0.42031744 0.66297239 0.00522908],[0.43167451 0.67140204 0.006751  ],[0.43892291 0.67683685 0.00645174],[0.44407985 0.68071216 0.0062673 ],[0.44627133 0.66110569 0.00562511],[0.45884761 0.66915423 0.00360367],[0.4653264  0.68085688 0.00180773],[0.46874803 0.69017857 0.00080771],[0.44618732 0.65956569 0.0011614 ],[ 0.45942402  0.66993231 -0.00141834],[ 0.45936596  0.68271059 -0.00288893],[ 0.45542592  0.68983692 -0.00320989],[ 0.44303432  0.66094875 -0.0032472 ],[ 0.45332524  0.67094743 -0.00506964],[ 0.45303935  0.68282914 -0.0054972 ],[ 0.44976813  0.6889506  -0.00528983],[ 0.43755701  0.66481012 -0.00741423],[ 0.44397765  0.67423892 -0.00790962],[ 0.4445903   0.68331259 -0.00748358],[ 0.4429979   0.689062   -0.00688778]
[4.24221992e-01 6.40102863e-01 7.56203562e-08],[0.43425494 0.65551388 0.00603949],[0.44547406 0.66209209 0.00797684],[0.45327404 0.66701549 0.0079539 ],[0.45919284 0.67099631 0.00799556],[0.45870435 0.65062678 0.00706597],[0.47096968 0.65905219 0.00615147],[0.47729313 0.66950786 0.00468029],[0.4809618  0.67725313 0.00367911],[0.45885745 0.64982027 0.00259325],[0.47172529 0.66036069 0.00148854],[4.7180748e-01 6.7249006e-01 2.6613145e-04],[ 4.68304902e-01  6.78944647e-01 -3.09468101e-04],[ 0.45655593  0.65219855 -0.00171545],[ 0.46705464  0.66228402 -0.00228552],[ 0.46641952  0.67310864 -0.00264478],[ 0.46275282  0.67772299 -0.00283196],[ 0.45258042  0.6572513  -0.00573521],[ 0.45902231  0.66620499 -0.00533813],[ 0.45765942  0.67358637 -0.00449467],[ 0.45379284  0.67679334 -0.0038299 ]
[4.33253080e-01 6.33397937e-01 8.92209826e-08],[0.44515747 0.65052253 0.0028108 ],[0.45834178 0.65543902 0.00327592],[0.46679151 0.65822774 0.00249901],[0.47223732 0.66244739 0.00165187],[0.47042495 0.6433695  0.00177447],[ 0.48317006  0.64962655 -0.00187831],[ 0.48901236  0.65930259 -0.00473919],[ 0.49182925  0.66703379 -0.00643243],[ 0.46856922  0.640549   -0.00182254],[ 0.48179013  0.65004683 -0.00558561],[ 0.48310295  0.66289794 -0.00787623],[ 0.4807719   0.67124796 -0.00877922],[ 0.46368867  0.6401611  -0.00547913],[ 0.47598326  0.64859271 -0.00870984],[ 0.47770622  0.66034377 -0.00965255],[ 0.47663346  0.66813374 -0.00966685],[ 0.45686221  0.64130902 -0.00894778],[ 0.46542639  0.64594913 -0.01164752],[ 0.46998134  0.65248227 -0.012396  ],[ 0.47264946  0.65767294 -0.01235433]
[4.45581377e-01 6.18845582e-01 9.53933892e-08],[0.46093568 0.62445945 0.0053135 ],[0.47140554 0.63363695 0.00563076],[0.47552076 0.64574182 0.0041368 ],[0.47692791 0.6571067  0.00240265],[0.47970146 0.62650049 0.00335977],[0.49373478 0.63836282 0.00208372],[0.50172549 0.6468454  0.00090837],[ 5.07629514e-01  6.52249157e-01 -9.78138996e-05],[ 0.47867545  0.63012367 -0.00148395],[ 0.49350625  0.64423788 -0.0034052 ],[ 0.49307442  0.6561175  -0.00489159],[ 0.48877466  0.66177875 -0.00554056],[ 0.47491133  0.63641548 -0.00584563],[ 0.48878455  0.64909887 -0.00703614],[ 0.48818529  0.65961695 -0.00713911],[ 0.4844791   0.66381085 -0.00699324],[ 0.46931282  0.64456874 -0.00986079],[ 0.47844803  0.65528351 -0.0099016 ],[ 0.4790214   0.66292608 -0.0088118 ],[ 0.4770211   0.66647285 -0.0079289 ]
[4.57820535e-01 6.07470095e-01 7.71711370e-08],[0.47269008 0.60689986 0.00428236],[0.48336339 0.61280662 0.00399022],[0.48821682 0.62158734 0.00233774],[4.88746673e-01 6.31386817e-01 4.53271234e-04],[ 4.90471661e-01  6.13171697e-01 -4.54702567e-05],[ 0.50457585  0.62390018 -0.0019838 ],[ 0.5126102   0.63041437 -0.00289024],[ 0.51814437  0.63514596 -0.00330766],[ 0.48883039  0.61961138 -0.0037531 ],[ 0.50204575  0.63478881 -0.00523017],[ 0.50169009  0.64422542 -0.00516165],[ 0.49797112  0.64843893 -0.00465906],[ 0.48446211  0.62795395 -0.00694685],[ 0.49677041  0.64071435 -0.00720991],[ 0.49637571  0.64927185 -0.0056771 ],[ 0.49292347  0.65271294 -0.00447168],[ 0.47864449  0.63695037 -0.00992714],[ 0.48654759  0.64757967 -0.00887339],[ 0.48756945  0.65401697 -0.00673181],[ 0.48624873  0.65703917 -0.00501328]
[4.65695620e-01 5.96658945e-01 3.83868581e-08],[0.48046926 0.59232742 0.00189895],[0.49173072 0.59744543 0.00125852],[ 4.96461093e-01  6.08044267e-01 -2.03724252e-04],[ 0.49630463  0.61761034 -0.00165905],[ 4.97562081e-01  5.97635686e-01 -4.75870969e-04],[ 0.5116387   0.60340655 -0.00196725],[ 0.51972866  0.60785967 -0.00288488],[ 0.52536476  0.61099923 -0.00363401],[ 0.49614578  0.60831511 -0.00299387],[ 0.50972337  0.61876881 -0.00491559],[ 0.50659186  0.62331343 -0.00522895],[ 0.50122947  0.62311524 -0.00474131],[ 0.49194056  0.61916    -0.00519105],[ 0.50385302  0.62965518 -0.00580544],[ 0.50055486  0.63215989 -0.0043591 ],[ 0.4959583   0.62991941 -0.00309442],[ 0.48605034  0.62870669 -0.00738127],[ 0.49116716  0.63731319 -0.00679864],[ 0.48957261  0.63739115 -0.00508867],[ 0.48691037  0.63395846 -0.0036266 ]
[ 4.67001617e-01  5.88785350e-01 -1.78105477e-08],[0.48072663 0.57827926 0.00239196],[0.49362496 0.58029693 0.00270392],[0.50209421 0.58772159 0.00237148],[0.50628728 0.59392291 0.00207168],[ 5.01886845e-01  5.83353758e-01 -2.83535686e-04],[ 0.51648349  0.58495498 -0.00152704],[ 0.52479088  0.58611757 -0.0016355 ],[ 0.53071141  0.58811861 -0.00158259],[ 0.50088197  0.59545332 -0.00268703],[ 0.51513964  0.60171294 -0.00423026],[ 0.51110649  0.59906739 -0.00281376],[ 0.50584209  0.59669459 -0.0008774 ],[ 0.49731031  0.60651815 -0.00478323],[ 0.50934792  0.61251575 -0.00513042],[ 0.5057267   0.60901135 -0.00230184],[5.01240313e-01 6.06460989e-01 6.99308075e-05],[ 0.49231118  0.61545408 -0.00678916],[ 0.49985036  0.62056333 -0.00523265],[ 0.49795076  0.61707687 -0.00214936],[4.94822562e-01 6.13968372e-01 3.31576652e-04]
[ 4.68968213e-01  5.79806387e-01 -2.73831517e-08],[0.47889391 0.56525284 0.00159075],[0.49008742 0.56105042 0.00190169],[0.49879077 0.5654217  0.00195345],[0.50346583 0.56911993 0.00204003],[ 0.50352323  0.5675835  -0.00184226],[ 0.51834685  0.56492913 -0.00305888],[ 0.52703708  0.56291556 -0.00329659],[ 0.53316087  0.56262064 -0.00342772],[ 0.50380933  0.58065468 -0.00323268],[ 0.51885802  0.579467   -0.00397474],[ 0.51610333  0.57347488 -0.00181349],[5.11250854e-01 5.71622610e-01 2.59670109e-04],[ 0.50089502  0.59125346 -0.00439028],[ 0.51358896  0.59095448 -0.00424212],[ 0.51111585  0.58509803 -0.00154311],[5.06383300e-01 5.83181620e-01 4.80204209e-04],[ 0.49629092  0.59962243 -0.00554534],[ 0.50416136  0.60316992 -0.00467903],[ 0.50346392  0.59928423 -0.00275282],[ 0.50036043  0.59727961 -0.00109019]
[ 4.69821751e-01  5.73615611e-01 -3.35265895e-08],[ 0.48003039  0.55412149 -0.00128473],[ 0.49458444  0.54637504 -0.00129459],[ 0.50805384  0.54470932 -0.00091441],[ 5.17858386e-01  5.41619122e-01 -1.60176758e-04],[ 0.50282001  0.55734789 -0.00232473],[ 0.51774359  0.55059421 -0.00320603],[ 0.52552301  0.54501849 -0.00316521],[ 0.53192276  0.54180837 -0.00315492],[ 0.50377905  0.57053334 -0.00246217],[ 0.51998121  0.56348538 -0.00383912],[ 0.51758081  0.55515444 -0.00240902],[ 0.51289052  0.55240279 -0.00065896],[ 0.50253916  0.57973605 -0.0026166 ],[ 0.51724416  0.57340163 -0.00352936],[ 0.51471192  0.56541336 -0.00114656],[0.51017845 0.56333411 0.00103315],[ 0.49996284  0.58561414 -0.00292013],[ 0.50984657  0.58133173 -0.00240627],[ 5.09463429e-01  5.75031996e-01 -3.06969945e-04],[0.50620973 0.57294554 0.00153461]
[ 4.72288668e-01  5.65153897e-01 -5.12825835e-08],[ 0.48202935  0.54601359 -0.00210969],[ 0.49573547  0.5374853  -0.00241754],[ 0.50802135  0.53327066 -0.00227376],[ 0.51731557  0.52913731 -0.00169395],[ 0.50551903  0.55235237 -0.00263977],[ 0.51899433  0.53987682 -0.00347141],[ 0.52474326  0.53318876 -0.00359964],[ 0.53042144  0.52944165 -0.00384461],[ 0.50721258  0.56414163 -0.00207391],[ 0.51947927  0.5476498  -0.0036188 ],[ 0.51516861  0.54141027 -0.00281013],[ 0.5105319   0.54142451 -0.00184539],[ 0.50657666  0.57091981 -0.00159365],[ 0.51766419  0.55575299 -0.00326887],[ 0.51359534  0.54981947 -0.00164544],[5.08745372e-01 5.49602985e-01 2.57543752e-06],[ 0.50474691  0.57346648 -0.00128239],[ 0.51289803  0.56510055 -0.0024082 ],[ 0.51191258  0.55968511 -0.0015937 ],[ 5.08770168e-01  5.57836533e-01 -4.86248115e-04]
